player,team,games,fgm,fga,ftm,fta,tpm,pts,reb,ast,stl,blk,tov
Naji Marshall,DAL,68,5.220839813374805,10.27791601866252,2.4981337480559875,3.2331259720062206,0.8424572317262831,13.724727838258165,4.6192846034214625,3.059720062208398,1.0267496111975116,0.14245723172628305,1.5384136858475894
Jordan Poole,NOP,48,5.612578616352202,13.774842767295599,2.9704402515723274,3.3540880503144654,2.9113207547169813,17.09056603773585,2.5421383647798743,3.9113207547169813,0.9811320754716981,0.38364779874213845,2.4113207547169813
Peyton Watson,DEN,58,4.225703971119132,8.727740072202167,1.9891407942238268,2.735162454873646,1.1184693140794224,11.5083321299639,4.266252707581227,1.7657472924187727,0.7993357400722021,1.2588880866425993,1.2731552346570398
Bennedict Mathurin,LAC,57,5.4638311926605505,12.323471559633026,4.607218348623854,5.41217614678899,1.4279999999999997,17.003306422018348,5.312983486238533,2.201702752293578,0.7534899082568807,0.24442568807339446,2.056469724770642
Collin Gillespie,PHX,54,3.860794824645749,9.107006552326425,0.9731739543119947,1.1038423827923347,2.398059678250408,11.07931460902803,3.609001319900528,3.961207717253658,1.0444392917265115,0.2006189910656512,1.3570798648244635
P.J. Washington,DAL,54,5.230343511450383,11.669847328244279,2.1864503816793897,3.1841603053435117,1.5209923664122138,14.18206106870229,7.066030534351146,1.9770992366412214,1.0326335877862598,1.058206106870229,1.7748091603053435
Kris Dunn,LAC,74,2.5992664756446993,5.5559598853868195,0.5450343839541548,0.7081833810888252,0.9333123209169055,6.629074498567335,3.1951633237822348,3.2635358166189112,1.5278194842406878,0.2740458452722063,1.2162521489971347
Isaiah Stewart,DET,58,3.2806385614630256,6.078053151647753,1.3690995330310505,1.836214589002493,0.5825617048392386,8.551487611461368,5.3112953898341555,1.3882300241185819,0.35477803720810397,1.4375763542936864,1.1014238578919588
Collin Murray-Boyles,TOR,58,3.84747606176755,6.882593236058821,1.3978506674370983,2.118900165767316,0.49597814352463243,9.590190459408683,5.260668976713755,2.0686714733076,0.9396897344945656,0.8919594703120822,1.1181592492537873
Ja Morant,MEM,25,7.265930093097082,16.50387217366569,4.955637752120266,5.820470161078003,1.5339556573851378,20.966569318564897,3.865537925823468,7.207715226091785,1.1106407768303714,0.26575889729738306,3.4197690155069966
Max Christie,DAL,75,3.7389970845481044,8.548314868804665,1.5877434402332362,1.7957434402332364,1.9355218658892133,11.01141690962099,3.251743440233236,1.9327930029154514,0.6644781341107873,0.4058425655976677,1.1414227405247814
Jerami Grant,POR,48,5.425937499999999,12.5615,4.017012499999999,4.855456249999999,2.2667687499999998,17.1071625,3.395,2.1133875,0.7468999999999999,0.6959749999999999,1.83754375
Keon Ellis,CLE,71,2.4544036155661177,5.39312821742563,0.7600226861749669,1.0067077248797203,1.4371937474361152,7.18823124514759,2.2218866801746744,1.2343844229771945,1.2811833894070543,0.6623565144984976,0.7125168260022571
Jrue Holiday,POR,50,4.490203846153845,9.95848846153846,1.199930769230769,1.375603846153846,1.9126615384615382,12.12411923076923,4.0009961538461525,4.472301923076921,0.889575,0.26116730769230767,1.8226499999999992
Moussa Diabaté,CHA,63,2.94662029957714,4.90759477042961,1.425178007035034,2.1480503722035467,0.08931799891889813,7.432710564249399,7.588540863174807,1.5455347940217838,0.7390151135909393,0.8307669826064201,0.9885880858702509
Quentin Grimes,LAL,71,4.315714285714285,9.615138248847925,2.2519815668202763,2.770322580645161,1.771728110599078,12.647695852534559,3.5307603686635938,2.887649769585253,0.8729493087557604,0.3248387096774193,1.6460829493087554
Goga Bitadze,ORL,63,2.6051623159486565,4.06167618091214,1.1303624393457001,1.6478973148814144,0.02903593748711213,6.3792358899671635,5.50840497431685,1.544476476378821,0.6165452303603892,1.1344142206422452,0.8158372755972632
Anthony Black,ORL,67,4.49334510433387,10.155922953451043,2.2542439807383623,3.096288924558588,1.2483499197431784,12.449470304975922,3.4583563402889244,3.4013579454253615,1.2588988764044944,0.6552263242375601,1.9539390048154093
Jalen Green,PHX,50,7.261647540983608,17.125549180327866,2.9655245901639344,3.748081967213114,2.655344262295082,20.10988524590164,4.4604098360655735,3.284483606557377,0.9677459016393444,0.306,2.4488360655737704
